V,1585.59,3646,2025-01-15T09:03:03
AMD,801.25,4707,2025-01-15T09:03:05
PEP,1679.07,4141,2025-01-15T09:03:08
XOM,609.54,619,2025-01-15T09:03:10
WMT,2225.72,2992,2025-01-15T09:03:11
INTC,1575.56,3773,2025-01-15T09:03:13
BA,2921.71,2739,2025-01-15T09:03:14
TSLA,1486.22,2897,2025-01-15T09:03:17
COST,40.44,657,2025-01-15T09:03:18
V,1595.32,204,2025-01-15T09:03:19
V,1614.15,2308,2025-01-15T09:03:22
BA,2927.48,537,2025-01-15T09:03:24
CRM,167.51,1131,2025-01-15T09:03:27
UNH,2521.6,3488,2025-01-15T09:03:28
DIS,322.03,4873,2025-01-15T09:03:29
V,1561.3,4160,2025-01-15T09:03:32
PFE,1232.25,4377,2025-01-15T09:03:34
BA,2867.32,2410,2025-01-15T09:03:35
MSFT,1416.38,4253,2025-01-15T09:03:36
MCD,973.44,4309,2025-01-15T09:03:39
DIS,317.32,923,2025-01-15T09:03:40
GOOG,542.07,3038,2025-01-15T09:03:42
AAPL,1074.31,413,2025-01-15T09:03:44
CRM,203.55,abc,2025-01-15T09:03:46
UNH,2533.13,3958,2025-01-15T09:03:49
AMZN,2159.89,3860,2025-01-15T09:03:52
AMD,788.58,3966,2025-01-15T09:03:53
BA,2872.43,673,2025-01-15T09:03:54
AMZN,2087.22,1766,2025-01-15T09:03:55
DIS,316.48,1686,2025-01-15T09:03:57
V,1586.1,895,2025-01-15T09:03:58
WMT,2215.89,4467,2025-01-15T09:04:00
NVDA,2763.79,2879,2025-01-15T09:04:03
NFLX,1893.72,4705,2025-01-15T09:04:04
KO,507.05,2922,2025-01-15T09:04:07
META,917.16,4770,2025-01-15T09:04:10
HD,677.78,2085,2025-01-15T09:04:12
AMD,792.75,1807,2025-01-15T09:04:15
UNH,2529.44,661,2025-01-15T09:04:16
AMZN,2108.74,4703,2025-01-15T09:04:18
GOOG,526.77,851,2025-01-15T09:04:21
GOOG,527.64,15,2025-01-15T09:04:24
GOOG,527.58,3047,2025-01-15T09:04:27
TSLA,1486.15,2720,2025-01-15T09:04:29
CVX,2607.27,3205,2025-01-15T09:04:31
WMT,2167.7,736,2025-01-15T09:04:34
NVDA,2726.76,341,2025-01-15T09:04:36
NKE,999.06,210,2025-01-15T09:04:38
CRM,482.48,abc,2025-01-15T09:04:40
ORCL,71.95,1869,2025-01-15T09:04:43
UNH,2528.66,215,2025-01-15T09:04:44
JPM,826.82,673,2025-01-15T09:04:45
ORCL,72.0,4788,2025-01-15T09:04:47
COST,41.08,2988,2025-01-15T09:04:48
GOOG,543.23,2382,2025-01-15T09:04:51
PFE,1204.15,2062,2025-01-15T09:04:52
PEP,1674.32,3317,2025-01-15T09:04:53
AMZN,2094.25,2864,2025-01-15T09:04:56
MRNA,450.69,997
META,914.0,4604,2025-01-15T09:05:02
ORCL,72.73,1518,2025-01-15T09:05:05
PFE,1213.59,1458,2025-01-15T09:05:07
PEP,1708.2,834,2025-01-15T09:05:09
JPM,809.66,1770,2025-01-15T09:05:10
NFLX,1968.25,2909,2025-01-15T09:05:11
XOM,599.43,3460,2025-01-15T09:05:14
GOOG,535.95,4142,2025-01-15T09:05:15
INTC,1554.74,2173,2025-01-15T09:05:16
CRM,167.95,164,2025-01-15T09:05:18
MCD,989.51,4853,2025-01-15T09:05:20
V,1561.74,2618,2025-01-15T09:05:23
NVDA,2711.7,90,2025-01-15T09:05:26
DIS,318.33,1434,2025-01-15T09:05:29
NFLX,1957.01,3748,2025-01-15T09:05:30
CRM,169.96,450,2025-01-15T09:05:32
UNH,2554.17,1262,2025-01-15T09:05:33
XOM,602.66,2259,2025-01-15T09:05:35
MCD,1006.5,3032,2025-01-15T09:05:38
UNH,2546.97,2378,2025-01-15T09:05:39
V,1575.45,426,2025-01-15T09:05:40
MCD,995.36,2929,2025-01-15T09:05:42
INTC,1589.81,4113,2025-01-15T09:05:44

CRM,167.44,4129,2025-01-15T09:05:47
JPM,821.32,218,2025-01-15T09:05:50
DIS,314.6,945,2025-01-15T09:05:52
ADBE,307.96,1944,2025-01-15T09:05:55
AMZN,2129.51,220,2025-01-15T09:05:58
NFLX,1941.66,2730,2025-01-15T09:05:59
DIS,316.75,881,2025-01-15T09:06:02
AMZN,2095.54,3207,2025-01-15T09:06:05
PYPL,1960.5,2477,2025-01-15T09:06:08
NFLX,1893.84,535,2025-01-15T09:06:11
GOOG,546.51,67,2025-01-15T09:06:14
MCD,971.78,3013,2025-01-15T09:06:17
MCD,996.6,2317,2025-01-15T09:06:20
HD,687.18,4383,2025-01-15T09:06:21
JPM,830.85,850,2025-01-15T09:06:23
ADBE,302.74,4814,2025-01-15T09:06:26
PEP,1713.68,1598,2025-01-15T09:06:27
PEP,1714.42,4378,2025-01-15T09:06:28
AAPL,1067.14,2060,2025-01-15T09:06:29
PEP,1655.96,3082,2025-01-15T09:06:31
DIS,319.78,1361,2025-01-15T09:06:32
META,927.3,2564,2025-01-15T09:06:33
MRNA,496.83,3023,2025-01-15T09:06:35
KO,511.98,267,2025-01-15T09:06:37
WMT,2184.84,316,2025-01-15T09:06:40
MRNA,513.94,245,2025-01-15T09:06:41
AMD,801.84,4319,2025-01-15T09:06:43
PFE,1243.39,3938,2025-01-15T09:06:44
MCD,979.66,1092,2025-01-15T09:06:47
COST,41.2,3157,2025-01-15T09:06:49
UNH,2538.21,2783,2025-01-15T09:06:52
INTC,1578.38,1354,2025-01-15T09:06:54
UNH,2577.91,796,2025-01-15T09:06:56
META,915.32,3242,2025-01-15T09:06:58
CVX,2551.65,923,2025-01-15T09:07:00
ORCL,72.87,1235,2025-01-15T09:07:01
MSFT,1413.6,1410,2025-01-15T09:07:04
ADBE,301.03,3349,2025-01-15T09:07:07
GOOG,537.38,4888,2025-01-15T09:07:09
PEP,1680.92,3031,2025-01-15T09:07:12
ORCL,74.14,798,2025-01-15T09:07:13
TSLA,1465.61,3523,2025-01-15T09:07:15
WMT,2169.96,1532,2025-01-15T09:07:18
ORCL,71.95,374,2025-01-15T09:07:21
PYPL,1966.14,387,2025-01-15T09:07:24
JPM,807.64,4267,2025-01-15T09:07:26
XOM,608.54,2027,2025-01-15T09:07:27
PFE,1207.46,1545,2025-01-15T09:07:29
ADBE,300.98,3779,2025-01-15T09:07:32
CRM,171.4,1012,2025-01-15T09:07:35
META,918.27,2192,2025-01-15T09:07:37
MRNA,510.76,599,2025-01-15T09:07:39
AAPL,1082.46,2044,2025-01-15T09:07:41
NKE,975.72,1179,2025-01-15T09:07:44
AMZN,2108.12,3645,2025-01-15T09:07:46
V,1567.57,4516,2025-01-15T09:07:47
AMD,786.58,4471,2025-01-15T09:07:50
HD,672.15,4950,2025-01-15T09:07:51
DIS,309.81,1517,2025-01-15T09:07:53
JPM,825.91,2718,2025-01-15T09:07:54
NKE,998.27,4989,2025-01-15T09:07:55
JPM,816.61,3879,2025-01-15T09:07:58
BA,2873.15,504,2025-01-15T09:08:00
META,920.57,3929,2025-01-15T09:08:01
WMT,2231.24,4411,2025-01-15T09:08:04
TSLA,1482.77,4778,2025-01-15T09:08:05
GOOG,544.6,331,2025-01-15T09:08:08
INTC,1592.87,889,2025-01-15T09:08:10
MSFT,1402.23,1406,2025-01-15T09:08:12
AAPL,1070.69,2733,2025-01-15T09:08:15
JPM,826.67,4220,2025-01-15T09:08:16
BA,2939.8,2380,2025-01-15T09:08:17
INTC,1544.83,2073,2025-01-15T09:08:19
GOOG,528.97,3644,2025-01-15T09:08:20
PFE,1215.82,4875,2025-01-15T09:08:21
MSFT,1410.08,250,2025-01-15T09:08:23
PFE,1204.51,2392,2025-01-15T09:08:25
PFE,1237.57,270,2025-01-15T09:08:27
MRNA,503.38,107,2025-01-15T09:08:30
CVX,379.85,676,01-15-2025 09:30:00
NVDA,2738.32,231,2025-01-15T09:08:35
NKE,967.79,493,2025-01-15T09:08:37
WMT,2195.12,2776,2025-01-15T09:08:38
INTC,1585.41,744,2025-01-15T09:08:40
DIS,320.83,4870,2025-01-15T09:08:42
MCD,1002.7,3962,2025-01-15T09:08:45
CRM,172.37,660,2025-01-15T09:08:47
INTC,1599.96,2518,2025-01-15T09:08:50
KO,523.72,3682,2025-01-15T09:08:53
AMZN,2154.79,3023,2025-01-15T09:08:55
WMT,2226.5,3080,2025-01-15T09:08:56
MCD,987.2,3766,2025-01-15T09:08:58
DIS,315.21,3138,2025-01-15T09:08:59
HD,669.45,4344,2025-01-15T09:09:00
HD,665.09,3766,2025-01-15T09:09:02
AMZN,2114.1,3777,2025-01-15T09:09:04
NFLX,1966.29,2669,2025-01-15T09:09:05
NKE,983.61,3814,2025-01-15T09:09:08
BA,2863.07,3066,2025-01-15T09:09:09
TSLA,1503.45,2009,2025-01-15T09:09:12
AMZN,2088.13,3759,2025-01-15T09:09:14
TSLA,1462.92,1407,2025-01-15T09:09:15
PEP,1684.28,4159,2025-01-15T09:09:18
INTC,1549.98,4875,2025-01-15T09:09:19
AMD,803.54,870,2025-01-15T09:09:21
MCD,1007.05,3842,2025-01-15T09:09:23
JPM,823.93,3678,2025-01-15T09:09:26
TSLA,1487.12,437,2025-01-15T09:09:27
XOM,606.37,1164,2025-01-15T09:09:28
BA,2894.14,3095,2025-01-15T09:09:31
MSFT,1418.26,3933,2025-01-15T09:09:33
GOOG,541.36,1376,2025-01-15T09:09:36
XOM,601.31,4842,2025-01-15T09:09:39
NVDA,2789.35,4275,2025-01-15T09:09:41
HD,675.15,4005,2025-01-15T09:09:44
AMZN,2080.68,604,2025-01-15T09:09:46
DIS,320.32,4646,2025-01-15T09:09:49
INTC,1563.69,727,2025-01-15T09:09:51
HD,689.46,1396,2025-01-15T09:09:53
COST,40.44,2949,2025-01-15T09:09:54
PEP,1711.37,4829,2025-01-15T09:09:55
NFLX,1945.69,630,2025-01-15T09:09:58
PYPL,1918.87,4556,2025-01-15T09:10:00
GOOG,534.95,3536,2025-01-15T09:10:01
ADBE,299.29,3725,2025-01-15T09:10:04
NKE,963.93,3842,2025-01-15T09:10:07
NKE,991.92,4923,2025-01-15T09:10:10
AAPL,1054.48,3972,2025-01-15T09:10:13
CVX,2540.09,2280,2025-01-15T09:10:15
CVX,2570.55,177,2025-01-15T09:10:16
,34.85,525,2025-01-15T09:10:17
BA,2856.67,3958,2025-01-15T09:10:19
TSLA,1499.18,767,2025-01-15T09:10:21
CVX,2597.13,1425,2025-01-15T09:10:23
PYPL,1904.64,1908,2025-01-15T09:10:25
ADBE,297.79,2396,2025-01-15T09:10:28
NVDA,2725.98,1903,2025-01-15T09:10:29
KO,517.25,2820,2025-01-15T09:10:32
AMZN,2161.09,1866,2025-01-15T09:10:33
UNH,2504.97,2553,2025-01-15T09:10:34
XOM,594.16,4,2025-01-15T09:10:35
TSLA,1478.07,3458,2025-01-15T09:10:37
AMZN,2081.74,2175,2025-01-15T09:10:39
NFLX,1936.7,143,2025-01-15T09:10:42
UNH,2571.33,1983,2025-01-15T09:10:45
NFLX,1942.68,3396,2025-01-15T09:10:48
TSLA,1497.67,3571,2025-01-15T09:10:49
AMZN,2096.26,2908,2025-01-15T09:10:52
PFE,1232.01,1727,2025-01-15T09:10:55
AAPL,1096.13,583,2025-01-15T09:10:58
MRNA,501.64,848,2025-01-15T09:11:01
NFLX,1907.39,4200,2025-01-15T09:11:04
INTC,1593.94,531,2025-01-15T09:11:05
MRNA,503.79,2636,2025-01-15T09:11:06
MRNA,499.26,284,2025-01-15T09:11:07
ADBE,302.9,434,2025-01-15T09:11:10
PFE,1204.26,519,2025-01-15T09:11:11
CVX,2527.95,2255,2025-01-15T09:11:12
META,897.73,2756,2025-01-15T09:11:14
NVDA,2780.23,472,2025-01-15T09:11:16
PFE,1214.08,3195,2025-01-15T09:11:18
DIS,,688,2025-01-15T09:11:20
TSLA,1504.21,1495,2025-01-15T09:11:23
ADBE,297.79,790,2025-01-15T09:11:24
XOM,612.12,2633,2025-01-15T09:11:25
MSFT,1388.56,1346,2025-01-15T09:11:26
BA,2848.81,2657,2025-01-15T09:11:28
V,1557.73,774,2025-01-15T09:11:29
COST,40.72,716,2025-01-15T09:11:32
HD,686.18,1508,2025-01-15T09:11:35
AAPL,1092.07,4893,2025-01-15T09:11:36
V,1586.16,183,2025-01-15T09:11:38
NKE,965.74,2561,2025-01-15T09:11:40
PFE,1243.49,1469,2025-01-15T09:11:42
COST,40.46,100,2025-01-15T09:11:45
COST,39.81,3255,2025-01-15T09:11:47
AMD,785.4,3321,2025-01-15T09:11:49
MRNA,510.33,364,2025-01-15T09:11:51
JPM,824.76,1709,2025-01-15T09:11:52
MCD,985.17,4689,2025-01-15T09:11:55
META,914.14,2214,2025-01-15T09:11:56
XOM,607.12,4147,2025-01-15T09:11:59
MCD,971.46,1403,2025-01-15T09:12:02
PEP,1704.99,949,2025-01-15T09:12:04
XOM,613.44,4220,2025-01-15T09:12:07
PYPL,1957.66,4895,2025-01-15T09:12:08
UNH,2589.97,3130,2025-01-15T09:12:11
AMD,794.35,3966,2025-01-15T09:12:12
PFE,1229.72,1094,2025-01-15T09:12:13
NVDA,2787.4,95,2025-01-15T09:12:15
GOOG,531.09,3158,2025-01-15T09:12:17
NFLX,1910.32,4694,2025-01-15T09:12:19
GOOG,534.17,3310,2025-01-15T09:12:22
PYPL,1918.09,3545,2025-01-15T09:12:24
JPM,809.49,2960,2025-01-15T09:12:25
MCD,981.73,3162,2025-01-15T09:12:26
JPM,806.28,4882,2025-01-15T09:12:29
GOOG,536.77,4330,2025-01-15T09:12:30
ADBE,275.18,307,01-15-2025 09:30:00
BA,2932.66,3832,2025-01-15T09:12:36
CRM,170.21,1837,2025-01-15T09:12:38
CVX,2536.79,2455,2025-01-15T09:12:41
INTC,1591.43,2916,2025-01-15T09:12:43
INTC,1547.99,4804,2025-01-15T09:12:45
UNH,2515.96,4841,2025-01-15T09:12:48
CRM,170.46,1335,2025-01-15T09:12:51
AMZN,2134.75,3714,2025-01-15T09:12:54
GOOG,529.03,1610,2025-01-15T09:12:57
AMD,806.64,4942,2025-01-15T09:12:59
ORCL,74.07,4358,2025-01-15T09:13:02
CRM,167.21,3775,2025-01-15T09:13:03
MRNA,513.25,2142,2025-01-15T09:13:04
BA,2892.97,1222,2025-01-15T09:13:06
WMT,2200.51,1076,2025-01-15T09:13:08
MCD,982.19,2468,2025-01-15T09:13:11
NFLX,1899.04,1492,2025-01-15T09:13:13
NKE,981.59,161,2025-01-15T09:13:14
INTC,1554.29,242,2025-01-15T09:13:15
NKE,987.43,4612,2025-01-15T09:13:16
CVX,2584.19,2743,2025-01-15T09:13:18
UNH,2550.39,1880,2025-01-15T09:13:21
MSFT,1412.6,1680,2025-01-15T09:13:22
KO,521.54,4601,2025-01-15T09:13:23
META,893.36,1385,2025-01-15T09:13:25
INTC,1577.09,4219,2025-01-15T09:13:26
INTC,1585.4,2917,2025-01-15T09:13:28
ADBE,306.26,727,2025-01-15T09:13:31
DIS,320.95,2801,2025-01-15T09:13:34
KO,513.11,986,2025-01-15T09:13:35
PFE,1247.89,26,2025-01-15T09:13:36
ORCL,72.26,1696,2025-01-15T09:13:38
NVDA,2726.95,4814,2025-01-15T09:13:40
DIS,315.38,3708,2025-01-15T09:13:41
META,922.0,942,2025-01-15T09:13:43
MCD,474.96,abc,2025-01-15T09:13:46
MCD,990.65,3439,2025-01-15T09:13:49
AAPL,1068.65,2225,2025-01-15T09:13:51
ADBE,303.74,4845,2025-01-15T09:13:52
META,916.42,506,2025-01-15T09:13:55
HD,676.39,509,2025-01-15T09:13:57
V,1595.65,285,2025-01-15T09:13:58
WMT,2151.81,881,2025-01-15T09:13:59
V,1558.23,1648,2025-01-15T09:14:01
META,909.87,1804,2025-01-15T09:14:04
ORCL,72.78,3216,2025-01-15T09:14:06
XOM,595.86,4569,2025-01-15T09:14:08
AMZN,2136.05,639,2025-01-15T09:14:11
BA,2848.46,2039,2025-01-15T09:14:14
META,893.53,1149,2025-01-15T09:14:16
NVDA,2734.55,4915,2025-01-15T09:14:19
DIS,320.29,2136,2025-01-15T09:14:20
KO,520.34,3888,2025-01-15T09:14:23
META,920.49,1967,2025-01-15T09:14:26
PYPL,1943.76,1415,2025-01-15T09:14:29
PYPL,1959.42,1361,2025-01-15T09:14:30

KO,513.06,521,2025-01-15T09:14:34
UNH,2545.35,1655,2025-01-15T09:14:37
ORCL,74.35,3469,2025-01-15T09:14:40
AAPL,1085.1,869,2025-01-15T09:14:42
AMZN,2127.69,4454,2025-01-15T09:14:44
PFE,1223.12,3129,2025-01-15T09:14:47
INTC,1575.26,3403,2025-01-15T09:14:48
MCD,1004.66,3394,2025-01-15T09:14:50
V,1598.09,463,2025-01-15T09:14:52
ORCL,74.31,2161,2025-01-15T09:14:55
AMZN,2130.8,3,2025-01-15T09:14:58
KO,521.56,1700,2025-01-15T09:15:00
INTC,1562.86,4723,2025-01-15T09:15:03
UNH,2521.49,2937,2025-01-15T09:15:04
META,909.02,3207,2025-01-15T09:15:05
CRM,170.31,4650,2025-01-15T09:15:06
MCD,977.27,2801,2025-01-15T09:15:09
AMD,797.94,3895,2025-01-15T09:15:10
AMZN,2097.45,3089,2025-01-15T09:15:11
INTC,1584.61,978,2025-01-15T09:15:12
BA,2911.07,4242,2025-01-15T09:15:14
NKE,986.67,290,2025-01-15T09:15:16
INTC,1594.15,4333,2025-01-15T09:15:17
MRNA,509.47,2575,2025-01-15T09:15:20
AMD,815.96,4433,2025-01-15T09:15:22
CVX,2575.83,1057,2025-01-15T09:15:23
NFLX,1924.92,1285,2025-01-15T09:15:25
GOOG,544.84,3793,2025-01-15T09:15:28
KO,505.96,2681,2025-01-15T09:15:31
META,915.0,2803,2025-01-15T09:15:32
COST,40.58,435,2025-01-15T09:15:35
COST,41.02,1575,2025-01-15T09:15:38
META,908.17,2595,2025-01-15T09:15:39
MCD,973.3,399,2025-01-15T09:15:42
PFE,1249.58,2855,2025-01-15T09:15:43
MRNA,511.1,3098,2025-01-15T09:15:46
INTC,1554.88,484,2025-01-15T09:15:48
TSLA,1472.19,2585,2025-01-15T09:15:51
DIS,315.06,1539,2025-01-15T09:15:54
HD,683.33,3138,2025-01-15T09:15:56
AMD,-239.06,691,2025-01-15T09:15:59
GOOG,529.83,4852,2025-01-15T09:16:00
HD,685.47,1002,2025-01-15T09:16:03
CRM,166.39,1486,2025-01-15T09:16:04
AMZN,2114.15,4762,2025-01-15T09:16:07
MCD,983.59,1534,2025-01-15T09:16:08
JPM,830.9,219,2025-01-15T09:16:10
HD,682.33,3870,2025-01-15T09:16:11
BA,2922.62,3644,2025-01-15T09:16:13
MCD,268.57,532
XOM,598.0,4233,2025-01-15T09:16:15
MCD,997.31,3601,2025-01-15T09:16:18
CRM,168.94,1657,2025-01-15T09:16:19
DIS,317.91,766,2025-01-15T09:16:21
NKE,963.93,3464,2025-01-15T09:16:24
GOOG,537.54,340,2025-01-15T09:16:25
TSLA,1499.42,964,2025-01-15T09:16:27
PEP,1686.56,1690,2025-01-15T09:16:28
V,1603.47,1076,2025-01-15T09:16:30
NVDA,2758.83,3525,2025-01-15T09:16:32
MRNA,496.45,1851,2025-01-15T09:16:33
BA,2911.95,642,2025-01-15T09:16:35
WMT,2154.02,19,2025-01-15T09:16:37
JPM,804.43,2052,2025-01-15T09:16:40
KO,512.06,1918,2025-01-15T09:16:43
CRM,171.33,4548,2025-01-15T09:16:45
BA,2859.89,1310,2025-01-15T09:16:46
WMT,2220.57,49,2025-01-15T09:16:49
ORCL,71.93,2255,2025-01-15T09:16:50
GOOG,536.53,256,2025-01-15T09:16:52
NFLX,1892.54,1115,2025-01-15T09:16:53
AMD,785.4,3070,2025-01-15T09:16:56
GOOG,534.78,1506,2025-01-15T09:16:58
NVDA,2753.79,1957,2025-01-15T09:17:00
JPM,813.69,3719,2025-01-15T09:17:03
BA,-275.12,177,2025-01-15T09:17:04
BA,2909.29,226,2025-01-15T09:17:07
KO,519.19,390,2025-01-15T09:17:10
MSFT,1371.83,1480,2025-01-15T09:17:13
CRM,171.32,1846,2025-01-15T09:17:15
ADBE,298.8,3175,2025-01-15T09:17:16
NKE,977.45,95,2025-01-15T09:17:17
BA,2938.59,1448,2025-01-15T09:17:19
KO,509.84,2415,2025-01-15T09:17:21
JPM,815.35,3111,2025-01-15T09:17:23
PYPL,1967.57,3005,2025-01-15T09:17:24
PYPL,1921.85,1770,2025-01-15T09:17:25
UNH,2532.01,4001,2025-01-15T09:17:27
V,1553.0,3175,2025-01-15T09:17:29
HD,667.65,2035,2025-01-15T09:17:31
PFE,1249.2,3826,2025-01-15T09:17:33
TSLA,1495.14,593,2025-01-15T09:17:36
UNH,2546.51,3739,2025-01-15T09:17:39
AAPL,1094.17,1599,2025-01-15T09:17:42
COST,,816,2025-01-15T09:17:44
JPM,827.89,3726,2025-01-15T09:17:47
CVX,2538.53,4238,2025-01-15T09:17:48
NKE,984.69,450,2025-01-15T09:17:50
PYPL,1955.96,92,2025-01-15T09:17:52
PFE,1238.41,1560,2025-01-15T09:17:53
BA,2888.57,2004,2025-01-15T09:17:55
MSFT,1419.83,533,2025-01-15T09:17:58
HD,677.31,1909,2025-01-15T09:18:00
ADBE,307.69,1270,2025-01-15T09:18:03
MCD,984.26,4466,2025-01-15T09:18:06
AMD,798.7,645,2025-01-15T09:18:08
NVDA,2730.2,4078,2025-01-15T09:18:10
PFE,1248.78,998,2025-01-15T09:18:12
UNH,2536.83,4335,2025-01-15T09:18:13
CRM,169.42,3586,2025-01-15T09:18:15
DIS,321.11,4410,2025-01-15T09:18:18
CRM,170.8,2419,2025-01-15T09:18:20
AMD,792.1,3295,2025-01-15T09:18:22
AMD,809.99,2793,2025-01-15T09:18:24
AAPL,1062.61,815,2025-01-15T09:18:25
UNH,2580.54,1051,2025-01-15T09:18:26
GOOG,535.07,4321,2025-01-15T09:18:29
UNH,2501.02,4655,2025-01-15T09:18:31
CVX,2551.98,1889,2025-01-15T09:18:34
ADBE,305.04,2930,2025-01-15T09:18:36
WMT,2232.76,2332,2025-01-15T09:18:39
XOM,596.62,4325,2025-01-15T09:18:40
ADBE,299.92,774,2025-01-15T09:18:41
CRM,169.44,4499,2025-01-15T09:18:42
MSFT,1380.28,2416,2025-01-15T09:18:45
AMD,791.57,1307,2025-01-15T09:18:47
META,908.78,2895,2025-01-15T09:18:49
UNH,2508.64,140,2025-01-15T09:18:52
JPM,821.52,1381,2025-01-15T09:18:54
WMT,2203.06,4817,2025-01-15T09:18:56
TSLA,1501.88,1126,2025-01-15T09:18:57
PYPL,1916.56,3848,2025-01-15T09:18:59
NFLX,1929.18,1848,2025-01-15T09:19:01
DIS,319.57,4005,2025-01-15T09:19:02
CVX,2543.58,2017,2025-01-15T09:19:03
DIS,309.68,924,2025-01-15T09:19:05
XOM,607.19,4795,2025-01-15T09:19:06
AMD,811.09,278,2025-01-15T09:19:07
JPM,812.38,2215,2025-01-15T09:19:09
ORCL,72.44,631,2025-01-15T09:19:12
COST,39.95,2121,2025-01-15T09:19:15
BA,2875.65,4542,2025-01-15T09:19:17
CRM,171.87,3874,2025-01-15T09:19:20
KO,524.21,4222,2025-01-15T09:19:22
AMZN,2132.73,4086,2025-01-15T09:19:23
CVX,2574.17,2962,2025-01-15T09:19:26
MSFT,1389.13,3938,2025-01-15T09:19:29
KO,514.36,3664,2025-01-15T09:19:32
NKE,967.18,2195,2025-01-15T09:19:35
UNH,2521.68,306,2025-01-15T09:19:37
WMT,2222.13,1444,2025-01-15T09:19:38
JPM,817.17,3290,2025-01-15T09:19:41
AMD,800.88,4854,2025-01-15T09:19:43
